0,0,0
95,88,110
0,88,0
93,184,103
0,184,0
83,294,95
0,88,103
81,178,212
0,184,95
80,287,190
83,184,0
164,279,96
95,0,0
170,110,88
0,0,110
95,77,209
95,0,88
163,101,191
0,184,190
80,281,278
93,110,0
194,179,97
164,179,0
230,276,100
83,184,96
151,274,200
155,184,100
230,263,206
93,110,97
184,173,206
95,0,191
175,87,280
175,0,0
229,105,108
83,184,206
183,269,278
88,89,206
184,173,281
0,0,0
96,64,98
0,64,0
87,144,83
0,0,209
92,83,283
175,0,108
238,86,212
184,86,108
243,171,218
0,64,83
78,144,169
0,144,0
54,236,107
0,87,212
81,178,284
54,144,0
122,235,85
96,0,0
184,85,70
0,236,0
106,292,88
54,144,85
122,232,172
0,0,98
95,48,208
0,236,88
101,284,190
106,235,0
210,299,73
0,64,169
71,143,254
87,85,0
195,139,81
122,139,0
195,227,71
96,0,70
167,66,167
106,235,73
187,291,172
87,85,81
179,139,171
183,173,206
243,281,274
54,144,172
115,220,266
122,139,71
188,206,169
184,0,0
241,72,105
122,85,171
178,169,262
0,144,107
54,232,195
96,0,167
167,56,272
167,0,105
241,72,183
167,0,183
229,71,277
106,235,172
178,289,276
0,144,195
52,254,265
115,169,172
183,225,271
195,72,0
243,146,105
195,146,0
244,215,109
184,77,218
242,171,283
190,137,109
244,215,193
184,137,193
244,206,278
71,70,171
121,139,273
80,274,96
158,318,198
80,269,200
172,315,281
187,220,73
231,299,171
183,216,172
232,299,255
0,0,208
80,59,279
0,254,190
67,317,269
0,0,0
100,49,67
183,73,105
243,137,190
0,49,0
57,107,98
0,107,0
53,183,80
175,0,212
235,74,284
0,183,0
47,285,66
0,0,67
65,46,171
47,183,0
98,272,68
57,49,0
127,144,45
183,73,190
240,136,273
0,107,80
53,168,170
57,49,45
118,107,126
0,49,98
56,105,189
98,144,0
186,197,61
98,197,0
156,270,67
127,0,0
193,70,61
98,144,61
161,192,154
156,197,0
207,307,50
47,272,0
156,313,62
47,272,62
147,312,131
127,70,0
211,117,67
0,183,66
41,256,154
127,70,67
204,115,141
47,183,68
90,243,167
98,197,67
141,263,156
127,0,61
176,60,145
156,197,50
200,280,114
57,49,126
108,100,212
127,70,141
178,112,242
127,0,145
174,54,229
0,107,170
53,164,234
186,117,0
233,169,70
0,183,154
41,246,219
193,0,0
242,52,65
47,183,167
90,242,232
0,0,171
55,46,236
98,144,154
156,191,214
186,117,70
233,160,148
98,197,156
140,251,214
47,272,131
103,312,189
156,197,114
196,240,176
193,0,65
240,44,130
191,0,130
242,45,214
186,117,148
230,160,233
156,197,176
196,238,244
152,240,114
200,280,178
54,107,45
98,156,113
57,100,126
98,156,188
47,262,189
122,312,242
65,0,67
107,47,163
0,256,66
44,314,162
142,238,178
200,291,241
0,256,162
40,301,240
178,55,141
227,117,234
0,0,0
76,51,59
200,197,50
240,244,159
65,0,163
106,47,223
0,51,0
86,104,62
0,104,0
47,204,50
200,244,50
241,288,149
0,204,0
51,280,71
47,104,0
146,159,53
200,197,159
244,250,236
51,159,0
110,223,83
200,250,149
240,299,233
0,104,50
40,168,125
0,204,71
49,276,139
0,51,62
81,91,136
51,223,0
125,308,43
47,104,53
114,158,104
51,223,43
109,288,101
86,0,0
153,79,72
110,159,0
183,219,69
125,219,0
196,301,55
153,0,0
201,88,80
86,0,72
135,79,157
183,88,0
225,188,67
125,219,55
187,294,131
51,159,83
102,218,189
196,188,0
240,294,53
125,219,131
183,293,187
0,204,139
43,270,209
110,159,69
183,215,138
135,0,80
203,70,151
109,159,138
183,213,214
53,100,189
98,181,235
47,104,104
100,157,197
51,223,101
104,282,190
135,0,151
187,67,228
0,0,59
44,45,148
187,219,55
235,271,146
183,88,67
227,169,167
0,51,136
66,96,244
0,98,125
44,168,223
185,219,146
235,271,238
203,0,0
243,52,94
51,183,190
94,282,239
82,0,157
135,89,226
105,213,187
185,294,242
183,88,167
227,135,235
114,104,53
164,159,146
102,104,146
164,150,215
0,0,0
48,97,67
0,47,189
52,107,234
0,0,148
53,48,213
188,169,67
240,219,131
188,169,131
232,210,223
51,97,197
99,183,243
187,0,151
240,50,237
0,97,0
106,140,102
0,140,0
71,231,74
48,0,0
139,95,57
187,271,55
243,316,155
0,140,74
49,197,141
0,231,0
79,275,106
48,0,57
104,87,120
71,140,0
125,194,91
79,194,0
126,304,73
106,95,0
177,139,104
126,139,0
185,216,90
126,216,0
167,308,107
0,0,67
43,88,159
139,0,0
196,72,87
123,143,91
185,216,154
79,194,73
119,296,150
167,216,0
220,284,110
126,216,110
219,300,157
116,0,87
196,46,156
104,56,104
202,139,160
0,0,0
98,79,62
0,0,62
88,64,120
0,197,106
78,307,156
0,79,0
73,159,44
0,159,0
43,263,65
0,79,44
56,154,152
43,159,0
102,255,73
59,140,91
123,188,160
98,0,0
179,95,64
43,255,0
137,316,101
73,95,0
179,159,70
102,159,0
187,211,103
98,0,64
159,64,160
43,159,73
97,252,141
137,211,0
207,298,43
137,211,43
186,279,139
0,89,102
80,140,161
0,159,65
40,255,157
73,95,70
175,155,131
159,0,64
218,74,148
30,255,101
137,308,155
179,74,0
221,151,100
187,271,155
237,318,241
0,0,120
87,63,160
97,155,103
201,211,159
Cost of Delay : 31921
Package number: 64 is a PRIORITY package but it has not been taken
