0,0,0
54,58,42
0,58,0
70,105,52
0,105,0
43,164,65
0,0,42
51,51,128
0,0,128
51,42,229
0,164,0
52,229,49
0,229,0
65,284,46
0,58,52
58,105,112
0,58,112
47,101,190
43,105,0
120,150,74
52,150,0
141,216,43
52,150,43
119,213,122
65,216,0
118,292,80
0,164,49
41,227,114
52,150,122
109,213,205
70,0,0
136,70,61
118,216,0
178,290,72
120,70,0
204,117,67
141,117,0
192,206,68
136,0,0
235,60,43
136,0,43
224,53,104
70,0,61
128,65,155
178,206,0
242,263,53
70,0,155
128,61,236
0,229,46
65,275,150
120,70,67
186,117,169
0,164,114
41,226,223
65,216,80
112,270,164
136,0,104
205,49,213
141,117,68
185,200,132
118,216,72
163,286,167
192,117,0
241,177,84
83,216,167
163,275,238
141,117,132
195,205,220
43,105,74
112,145,174
178,206,53
227,289,136
178,206,136
219,279,224
141,114,220
197,205,276
52,113,205
101,213,272
0,226,150
51,276,260
136,0,213
209,58,280
0,42,190
62,113,284
163,205,224
231,313,284
0,0,0
57,72,105
120,70,169
199,114,267
0,72,0
85,141,60
0,141,0
91,225,56
197,114,84
243,195,176
0,0,105
53,61,195
0,225,0
73,313,71
0,72,60
81,128,159
0,72,159
63,120,252
73,225,0
167,301,61
85,0,0
135,102,69
197,114,176
241,192,278
0,141,56
57,199,154
0,225,71
60,289,156
91,102,0
178,182,83
73,225,61
125,295,171
91,102,83
169,156,167
135,0,0
239,64,73
167,182,0
226,267,110
167,182,110
221,263,218
85,0,69
133,74,174
178,64,0
234,152,106
169,67,106
241,152,206
91,102,167
163,156,271
135,0,73
234,56,141
169,67,206
241,141,284
167,0,141
234,66,239
40,225,171
125,295,259
57,156,83
154,225,184
85,0,174
164,75,280
50,156,184
154,219,270
125,263,110
215,317,202
0,0,0
68,90,104
125,219,218
221,317,282
0,90,0
91,171,72
0,171,0
56,276,71
56,171,0
122,268,100
68,0,0
173,54,108
0,0,104
68,88,191
91,54,0
174,164,95
91,54,95
172,144,204
56,171,100
122,268,171
0,0,195
79,71,280
0,120,159
48,215,269
122,164,0
197,248,96
56,268,0
157,316,102
174,0,0
242,91,85
0,90,72
89,170,159
0,90,159
86,168,239
0,171,71
54,263,178
122,160,96
197,248,206
0,0,0
95,77,99
0,77,0
92,160,74
0,160,0
80,257,88
80,160,0
161,255,96
174,0,85
242,101,188
0,171,178
109,262,241
95,0,0
175,103,95
73,160,96
161,255,206
72,0,99
175,93,195
83,216,238
145,256,281
70,0,236
126,58,276
0,161,223
44,226,270
199,58,67
244,109,151
199,58,151
243,101,236
0,113,65
40,154,133
0,113,133
40,161,197
0,113,197
49,157,265
0,276,46
56,317,108
62,63,174
115,113,249
0,276,108
47,318,204
67,256,238
163,314,282
167,166,218
225,219,281
0,276,204
45,316,282
157,248,0
206,310,93
68,0,108
144,51,167
0,225,156
40,272,265
0,0,229
60,41,276
174,101,0
236,154,86
174,0,188
221,100,238
68,0,167
139,51,243
56,268,102
155,309,146
174,101,86
238,160,169
164,0,239
241,53,283
157,248,93
210,303,192
101,129,205
141,213,254
0,0,191
68,72,240
197,160,0
237,224,75
56,268,146
137,308,220
197,160,75
240,234,160
0,77,74
67,156,146
174,101,169
225,155,236
0,160,88
73,220,157
0,0,99
58,65,157
161,103,0
232,185,55
161,185,0
209,273,80
0,77,146
49,156,231
137,248,192
237,315,234
0,263,71
53,307,177
161,103,55
223,178,131
0,257,0
106,316,51
161,103,131
219,177,187
197,160,160
240,226,230
175,0,0
243,70,71
0,257,51
74,311,127
0,160,157
73,216,226
72,0,195
117,81,241
0,257,127
53,310,220
117,0,195
162,89,239
106,255,0
159,314,89
161,185,80
205,266,180
175,0,71
227,67,148
92,103,0
140,155,91
159,273,0
225,318,108
155,273,108
225,317,206
175,0,148
227,50,240
106,255,89
155,298,188
91,51,204
143,145,244
67,93,95
147,148,176
161,103,187
230,192,240
67,93,176
135,137,223
0,0,0
48,97,67
0,0,157
46,62,226
53,257,127
103,312,220
0,262,178
53,310,243
161,192,180
206,244,240
175,50,148
227,100,212
0,0,67
41,92,111
0,97,0
106,140,102
0,140,0
71,231,74
0,231,0
86,281,53
0,140,74
46,226,122
48,0,0
139,95,57
0,231,53
79,275,159
71,140,0
171,196,45
48,0,57
97,57,124
86,196,0
142,283,63
139,0,0
186,110,73
71,140,45
125,194,136
142,196,0
213,240,104
86,194,63
127,301,155
142,240,0
201,317,90
139,0,73
182,92,161
129,196,104
201,283,161
171,110,0
224,178,110
0,0,0
63,62,73
97,0,57
137,77,159
0,62,0
56,160,83
125,125,45
171,194,125
0,160,0
47,253,84
47,160,0
145,239,62
63,0,0
113,110,78
0,253,0
88,317,58
0,60,111
73,140,155
0,275,53
65,318,157
113,0,0
172,96,73
88,239,0
144,314,108
47,160,62
111,229,110
113,96,0
207,157,101
145,157,0
209,238,95
144,239,0
208,309,106
0,253,58
85,305,161
113,0,73
156,70,160
0,62,83
54,155,151
17,0,78
113,61,142
172,0,0
221,68,96
113,96,101
193,155,152
111,160,95
213,220,156
112,220,108
208,312,148
54,61,83
113,145,157
41,160,110
111,230,162
182,0,73
224,100,150
171,100,110
218,186,160
156,0,96
206,96,161
0,216,157
63,256,244
Cost of Delay : 36952
Package number: 51 is a PRIORITY package but it has not been taken
