0,0,0
54,58,42
0,58,0
70,105,52
0,105,0
43,164,65
0,0,42
51,51,128
0,0,128
51,42,229
0,164,0
52,229,49
0,229,0
65,284,46
0,58,52
58,105,112
0,58,112
47,101,190
43,105,0
120,150,74
52,150,0
141,216,43
52,150,43
119,213,122
65,216,0
118,292,80
0,164,49
41,227,114
52,150,122
109,213,205
70,0,0
136,70,61
118,216,0
178,290,72
120,70,0
204,117,67
141,117,0
192,206,68
136,0,0
235,60,43
136,0,43
224,53,104
70,0,61
128,65,155
178,206,0
242,263,53
70,0,155
128,61,236
0,229,46
65,275,150
120,70,67
186,117,169
0,164,114
41,226,223
65,216,80
112,270,164
136,0,104
205,49,213
118,216,72
163,286,167
141,117,68
185,200,132
192,117,0
241,177,84
83,216,167
163,275,238
141,117,132
195,205,220
43,105,74
112,145,174
178,206,53
227,289,136
178,206,136
219,279,224
141,114,220
197,205,276
52,113,205
101,213,272
0,226,150
51,276,260
136,0,213
209,58,280
0,42,190
62,113,284
163,205,224
231,313,284
0,0,0
57,72,105
120,70,169
199,114,267
0,72,0
85,141,60
0,141,0
91,225,56
197,114,84
243,195,176
0,0,105
53,61,195
0,225,0
73,313,71
0,72,60
81,128,159
0,72,159
63,120,252
73,225,0
167,301,61
85,0,0
135,102,69
197,114,176
241,192,278
0,141,56
57,199,154
0,225,71
60,289,156
91,102,0
178,182,83
73,225,61
125,295,171
135,0,0
194,85,110
91,102,83
155,175,187
135,0,110
189,78,194
167,182,0
221,263,108
178,85,0
234,173,106
85,0,69
133,74,174
162,88,106
234,173,206
167,263,0
239,317,104
165,195,108
221,263,207
162,88,206
234,162,284
91,102,187
157,169,285
104,0,194
189,70,282
28,225,171
125,294,272
0,120,159
75,199,265
0,0,195
104,63,281
149,263,104
239,317,196
149,213,207
239,317,275
0,0,0
96,64,98
0,64,0
91,145,72
0,145,0
56,250,71
56,145,0
122,242,100
0,250,0
105,304,108
96,0,0
164,88,87
122,88,0
205,198,95
122,88,95
203,178,204
56,145,100
122,242,171
0,64,72
71,143,157
0,0,98
95,48,208
122,198,0
197,282,96
0,250,108
101,298,210
96,0,87
164,85,178
164,0,0
244,87,89
122,194,96
197,282,206
164,0,89
242,80,175
0,145,71
54,237,178
0,0,0
95,77,99
0,51,157
74,143,240
0,77,0
80,174,88
0,174,0
81,269,96
81,77,0
149,178,103
0,145,178
109,236,241
81,178,0
161,281,95
149,0,0
244,88,110
65,178,96
161,271,199
83,216,238
145,256,281
70,0,236
126,58,276
0,161,223
44,226,270
199,58,67
244,109,151
199,58,151
243,101,236
0,113,65
40,154,133
0,113,133
40,161,197
0,113,197
49,157,265
0,276,46
56,317,108
62,63,174
115,113,249
0,276,108
47,318,204
67,256,238
163,314,282
189,30,110
242,88,173
0,276,204
45,316,282
189,26,173
238,88,266
162,162,207
221,213,283
91,182,0
138,222,109
0,0,229
60,41,276
76,169,187
138,222,273
197,198,0
244,298,50
164,0,175
235,76,226
197,198,50
241,297,91
96,0,178
155,83,242
197,198,91
241,251,168
0,0,99
53,55,198
101,129,205
141,213,254
0,77,88
49,149,156
122,88,204
186,163,244
197,198,168
237,279,242
81,77,103
148,156,175
65,178,199
139,263,242
149,0,110
222,60,179
81,77,175
148,131,226
0,174,96
58,239,154
149,88,0
220,170,55
161,170,0
209,258,80
149,88,55
198,167,140
74,88,72
118,141,178
0,271,0
67,313,100
95,0,0
146,59,106
0,239,100
62,314,176
0,239,176
58,313,232
0,77,156
43,143,226
53,0,106
123,68,177
161,258,0
235,312,76
161,258,76
234,314,145
161,170,80
206,251,126
161,258,145
214,311,238
0,174,154
44,219,243
161,170,126
205,251,226
148,88,140
201,147,229
53,0,177
130,52,244
149,0,179
241,50,231
81,271,95
147,316,203
0,0,0
48,52,91
0,52,0
70,150,44
201,88,55
244,137,154
203,80,95
243,132,189
0,52,44
55,133,124
0,150,0
53,219,89
0,219,0
48,316,67
81,131,175
143,177,244
0,0,198
47,68,242
48,219,0
98,312,55
74,88,178
122,141,243
70,0,0
141,91,74
53,150,0
159,193,102
0,150,89
52,195,149
70,0,74
122,64,124
203,76,189
244,168,233
98,193,0
189,288,57
70,91,0
156,141,53
0,219,67
46,305,115
70,91,53
149,135,159
48,219,55
93,275,155
98,193,57
147,250,124
156,0,0
203,110,73
159,110,0
222,166,87
147,193,57
188,300,149
149,20,73
208,110,150
93,250,57
147,304,148
0,0,0
71,44,104
201,60,154
244,152,242
0,44,0
87,101,72
0,101,0
68,211,53
0,101,53
56,199,136
159,110,87
222,172,160
0,211,0
46,280,80
46,211,0
86,313,77
68,101,0
115,194,84
86,194,0
184,273,62
115,0,0
165,110,78
86,194,62
174,258,120
115,110,0
188,190,44
115,0,78
158,104,143
165,0,0
224,96,73
115,110,44
171,185,152
158,0,78
222,95,159
0,0,91
64,48,160
22,207,80
86,313,150
0,44,72
103,96,157
86,273,0
173,316,70
61,101,84
115,194,152
86,267,70
182,316,138
53,142,102
133,193,161
184,190,0
224,286,92
171,110,44
223,180,114
115,190,120
215,267,162
171,104,114
221,190,161
Cost of Delay : 37566
Package number: 100 is a PRIORITY package but it has not been taken
