0,0,0
95,88,110
0,88,0
93,184,103
0,184,0
83,294,95
0,88,103
81,178,212
0,184,95
80,287,190
83,184,0
164,279,96
95,0,0
170,110,88
0,0,110
95,77,209
95,0,88
163,101,191
0,184,190
80,281,278
93,110,0
194,179,97
164,179,0
230,276,100
83,184,96
151,274,200
155,184,100
230,263,206
93,110,97
184,173,206
95,0,191
175,87,280
175,0,0
229,105,108
83,184,206
183,269,278
88,89,206
184,173,281
0,0,0
96,64,98
0,64,0
87,144,83
0,0,209
92,83,283
175,0,108
238,86,212
184,86,108
243,171,218
0,64,83
78,144,169
0,144,0
54,236,107
0,87,212
81,178,284
54,144,0
122,235,85
96,0,0
184,85,70
0,236,0
106,292,88
54,144,85
122,232,172
0,0,98
95,48,208
0,236,88
101,284,190
106,235,0
210,299,73
0,64,169
71,143,254
87,85,0
195,139,81
122,139,0
195,227,71
96,0,70
167,66,167
106,235,73
187,291,172
87,85,81
179,139,171
183,173,206
243,281,274
54,144,172
115,220,266
122,139,71
188,206,169
184,0,0
241,72,105
122,85,171
178,169,262
0,144,107
54,232,195
96,0,167
167,56,272
167,0,105
241,72,183
167,0,183
229,71,277
106,235,172
178,289,276
0,144,195
52,254,265
115,169,172
183,225,271
195,72,0
243,146,105
195,146,0
244,215,109
184,77,218
242,171,283
190,137,109
244,215,193
184,137,193
244,206,278
71,70,171
121,139,273
80,274,96
158,318,198
80,269,200
172,315,281
187,220,73
231,299,171
183,216,172
232,299,255
0,0,208
80,59,279
0,254,190
67,317,269
0,0,0
100,49,67
183,73,105
243,137,190
0,49,0
57,107,98
0,107,0
53,183,80
175,0,212
235,74,284
0,183,0
47,285,66
0,0,67
65,46,171
47,183,0
98,272,68
57,49,0
127,144,45
183,73,190
240,136,273
0,107,80
53,168,170
57,49,45
118,107,126
0,49,98
56,105,189
98,144,0
186,197,61
98,197,0
156,270,67
127,0,0
193,70,61
98,144,61
161,192,154
156,197,0
207,307,50
47,272,0
156,313,62
47,272,62
147,312,131
127,70,0
211,117,67
0,183,66
41,256,154
127,70,67
204,115,141
47,183,68
90,243,167
98,197,67
141,263,156
127,0,61
176,60,145
156,197,50
200,280,114
57,49,126
108,100,212
127,70,141
178,112,242
127,0,145
174,54,229
0,107,170
53,164,234
186,117,0
233,169,70
0,183,154
41,246,219
193,0,0
242,52,65
47,183,167
90,242,232
0,0,171
55,46,236
98,144,154
156,191,214
186,117,70
233,160,148
98,197,156
140,251,214
47,272,131
103,312,189
156,197,114
200,262,161
156,197,161
196,240,223
186,117,148
226,158,216
193,0,65
238,51,149
193,0,149
237,43,234
103,272,131
151,312,195
54,107,45
98,156,113
57,100,126
98,156,188
151,262,114
204,312,189
108,270,195
204,312,242
65,0,67
123,44,163
65,0,163
110,40,241
45,251,189
103,314,242
178,58,141
229,117,217
0,256,66
40,303,175
0,0,0
49,62,93
0,256,175
41,303,235
196,158,161
243,258,211
0,62,0
86,115,62
0,115,0
99,170,53
54,100,189
98,177,242
0,170,0
44,269,41
44,170,0
95,246,71
44,246,0
103,310,83
0,170,41
40,234,116
204,258,50
244,307,134
44,170,71
93,242,139
0,62,62
81,102,136
86,0,0
144,65,58
0,115,53
67,169,104
99,65,0
173,150,43
99,65,43
166,144,115
99,150,0
170,232,55
103,232,0
176,292,69
173,0,0
221,88,80
173,88,0
215,188,67
99,65,115
148,144,200
99,150,55
161,225,131
44,246,83
95,305,189
176,188,0
220,294,53
44,170,139
87,236,209
99,150,131
157,224,187
103,232,69
176,288,138
0,102,104
70,170,175
102,234,138
176,288,214
86,0,58
139,53,151
173,0,80
218,81,126
0,93,175
52,170,242
0,0,93
53,59,182
86,0,151
134,52,242
0,269,0
44,314,89
173,0,126
218,66,234
176,188,53
220,258,151
171,88,67
215,169,167
204,258,134
244,310,228
0,265,89
43,314,188
3,260,189
95,310,241
171,88,167
215,135,235
176,188,151
229,257,240
0,0,182
50,93,237
0,47,189
52,107,234
99,150,187
161,219,233
0,0,0
55,81,80
176,258,53
243,306,150
176,258,150
241,306,203
163,135,167
215,185,231
53,54,136
99,102,222
0,170,116
41,214,208
0,81,0
86,131,53
0,131,0
106,174,102
0,174,0
91,269,57
0,174,57
71,265,131
0,0,80
49,57,147
55,0,0
155,56,45
55,0,45
109,54,136
91,174,0
147,261,63
0,81,53
71,125,157
106,56,0
153,166,73
147,166,0
206,243,90
0,269,0
79,313,106
153,56,0
194,148,107
91,261,0
178,318,72
106,56,73
149,148,161
91,216,72
131,318,149
144,170,90
206,243,153
109,0,45
193,47,138
131,254,72
189,318,160
149,60,107
217,170,160
0,0,0
46,69,80
0,69,0
98,148,62
0,148,0
56,246,83
56,148,0
129,228,44
98,0,0
148,110,78
98,0,78
141,104,143
71,148,102
140,212,150
56,148,44
112,223,152
129,110,0
188,206,73
129,206,0
210,301,64
0,246,0
106,310,70
0,246,70
103,298,155
0,69,62
61,133,158
129,206,64
209,265,115
0,148,83
54,241,151
46,0,0
95,68,96
148,0,0
218,87,43
148,0,43
188,92,139
112,112,73
213,206,134
106,265,64
213,318,118
8,0,96
95,69,147
129,218,118
206,318,160
0,266,106
86,313,156
99,63,200
162,150,240
Cost of Delay : 32114
Package number: 63 is a PRIORITY package but it has not been taken
